DateTime,MainPlayerID,LControllerX,LControllerY,LControllerZ,RControllerX,RControllerY,RControllerZ,HeadsetX,HeadsetY,HeadsetZ,LControllerQuaternionX,LControllerQuaternionY,LControllerQuaternionZ,LControllerQuaternionW,RControllerQuaternionX,RControllerQuaternionY,RControllerQuaternionZ,RControllerQuaternionW,HeadsetQuaternionX,HeadsetQuaternionY,HeadsetQuaternionZ,HeadsetQuaternionW,LeftElbowX,RightElbowX,LeftElbowY,RightElbowY,LeftElbowZ,RightElbowZ,FrontX,BackX,FrontY,BackY,FrontZ,BackZ,LeftKneeX,RightKneeX,LeftKneeY,RightKneeY,LeftKneeZ,RightKneeZ,Scale
2017-28-4--11-23-51,5,-0.8309426,0.3932064,-0.481025,-1.028639,-0.1479727,0.274008,-0.7985792,0.601313,-0.1372823,0.4110735,0.6870976,0.2059123,-0.5625972,-0.004076228,0.6749417,-0.4921921,-0.5497127,-0.1077752,0.8660778,-0.363355,-0.3259859,-0.4334641,-0.6037653,0.1496514,0.1000839,-0.1497562,0.2842041,-0.7162695,-0.5215695,0.08221126,0.3029605,-0.05567838,0.08440822,-0.7152281,-0.6206728,-0.1860017,-0.5500218,-0.4750629,-0.03948861,1
2017-28-4--11-23-51,5,-0.8051358,0.3875859,-0.4893605,-1.094378,-0.1508179,0.1471318,-0.8101968,0.5935711,-0.157492,0.4029704,0.7048209,0.1947725,-0.550369,0.03278339,0.7443665,-0.4420637,-0.4994231,-0.1168579,0.8654686,-0.3791123,-0.3059121,-0.4228563,-0.6413509,0.1564492,0.08683157,-0.142436,0.2629426,-0.6979591,-0.5320367,0.07895529,0.3079054,-0.06984931,0.08621501,-0.7315323,-0.627687,-0.02856135,-0.5492362,-0.4463139,-0.05115074,1
2017-28-4--11-23-51,5,-0.7693452,0.3728004,-0.5063705,-1.179524,-0.1037166,-0.03631856,-0.8185427,0.5694135,-0.1813822,0.4061643,0.7267357,0.1873541,-0.5213294,0.1185647,0.8282663,-0.3403138,-0.4290733,-0.1411156,0.842621,-0.4266724,-0.2966935,-0.4032986,-0.7130017,0.1573232,0.05819058,-0.1349971,0.2250686,-0.6844434,-0.5342625,0.07864165,0.3097761,-0.0876241,0.08192322,-0.7980173,-0.6259118,-0.02216053,-0.5490224,-0.3776076,-0.06949228,1
2017-28-4--11-23-51,5,-0.7774047,0.3378985,-0.5281493,-1.186119,-0.05408168,-0.1318145,-0.8220778,0.5618485,-0.202646,0.4243649,0.7389797,0.1444066,-0.5029614,0.1626145,0.8649472,-0.2689878,-0.3912396,-0.1541459,0.8298392,-0.4394329,-0.3074161,-0.4026313,-0.7398428,0.1539091,0.05284774,-0.1416061,0.1908678,-0.6886443,-0.5355781,0.07490802,0.311444,-0.09745937,0.06369137,-0.8517001,-0.6305141,-0.1756992,-0.549583,-0.338116,-0.06905197,1
2017-28-4--11-23-52,5,-0.8506484,0.299825,-0.5583602,-1.140493,-0.05448735,-0.1085181,-0.8223788,0.5631274,-0.2214906,0.4748679,0.7282527,0.06563582,-0.4897351,0.07917603,0.851256,-0.2609143,-0.4483505,-0.1653722,0.8051367,-0.4451658,-0.3552949,-0.4299769,-0.6944134,0.1331286,0.06723988,-0.1865747,0.1811795,-0.7186237,-0.5231787,0.07479656,0.3125794,-0.09849852,0.02570352,-0.7896537,-0.6230277,-0.4352639,-0.5513206,-0.2918138,-0.05872704,1
2017-28-4--11-23-52,5,-0.942456,0.2898275,-0.5566443,-1.079318,-0.07408106,-0.05688557,-0.822929,0.5728718,-0.2515289,0.50275,0.6639038,-0.001509593,-0.5535989,-0.01186364,0.8044383,-0.2802486,-0.5236402,-0.1677032,0.7848662,-0.4187639,-0.4248499,-0.4714019,-0.6280158,0.1175632,0.09556794,-0.2568144,0.1664884,-0.7416452,-0.5149537,0.07218468,0.3098972,-0.1168653,-0.03297073,-0.6029949,-0.615167,-0.5439873,-0.5505942,-0.2704953,-0.05652237,1
2017-28-4--11-23-52,5,-0.9726327,0.2601563,-0.5418322,-1.039503,-0.09009957,-0.04856028,-0.8151301,0.5834299,-0.295063,0.4796186,0.6256223,-0.08267937,-0.6096941,-0.03764753,0.755322,-0.2957768,-0.5835987,-0.153274,0.7793826,-0.3944311,-0.462054,-0.4726239,-0.5812228,0.126588,0.1051366,-0.33117,0.1150149,-0.7283707,-0.5020665,0.06702328,0.3109729,-0.161418,-0.09759301,-0.5186013,-0.608694,-0.5480094,-0.5475181,-0.2858011,-0.07490303,1
2017-28-4--11-23-52,5,-0.9485449,0.1586229,-0.5524504,-0.9979141,-0.1424414,-0.06814837,-0.7955659,0.6019371,-0.3361648,0.3789794,0.6590112,-0.1749314,-0.6256819,-0.06059668,0.7088076,-0.3370804,-0.616682,-0.1318323,0.7778314,-0.354862,-0.5016688,-0.4399671,-0.5628056,0.1480409,0.09284627,-0.3910936,0.03446668,-0.7014235,-0.4795076,0.06502926,0.314059,-0.214377,-0.16274,-0.4883065,-0.586511,-0.5462658,-0.5443927,-0.3093699,-0.1011388,1
2017-28-4--11-23-52,5,-0.8928158,0.2584364,-0.603761,-0.9489279,-0.1649402,-0.116456,-0.7622324,0.6400644,-0.3929532,0.6755494,0.5390981,-0.1175886,-0.4890595,-0.09386989,0.688912,-0.3322109,-0.6373575,-0.04504298,0.8037493,-0.2242356,-0.5492509,-0.4109743,-0.5453442,0.1553248,0.09380186,-0.4584595,-0.03173434,-0.6686864,-0.4581296,0.06217158,0.3165615,-0.2737361,-0.214387,-0.4560595,-0.5630931,-0.5448513,-0.5456223,-0.338194,-0.1317017,1
2017-28-4--11-23-53,5,-0.8333033,0.4948422,-0.6179786,-0.929072,-0.1667894,-0.1431231,-0.7054311,0.6805519,-0.4489202,0.8934491,0.2151918,-0.005091398,-0.3942274,-0.07363056,0.6659914,-0.35007,-0.6545876,0.06183682,0.8383644,-0.06343437,-0.5378639,-0.4679445,-0.5461066,0.1360906,0.1032505,-0.5294235,-0.07662094,-0.6374493,-0.439605,0.06341743,0.3204658,-0.3219254,-0.2559116,-0.4344748,-0.5785557,-0.5439867,-0.5396014,-0.3558107,-0.1695784,1
